,review_content,rating
9619,"  Good but should have gone for sandisk extreme. Speed continuously decreases from more than 100 MB to below 15 then stays there , didnt expected this kind of performance .Using it on my redmi note 8 pro .",5.0 out of 5 stars
9620,"  Its worth money and it comes with an adapter which is great and is very easy to install. It works with laptop ,android phone , headphones.",5.0 out of 5 stars
9621,  My return end date is shown as 2nd april.But I got my product delivery itself on 19th May.This is so stupid fault in your system. Could you please change the product return date properly to June ?,1.0 out of 5 stars
9622,  Good product transfer rate is decent.,5.0 out of 5 stars
9623,"  Very good quality product, if you don't want to buy sendisc then it's the final choice",5.0 out of 5 stars
9624,"  Extremely good memory card , even after heavy uses memory card is working very smooth without any error over all i will just say # must buy product",4.0 out of 5 stars
9625,  This is really good product as i am using it in my redmi note 8 pro and its workibg without any issue.Go for it.,5.0 out of 5 stars
9626,  As it deliver 95mbps/20mbps data transfer rate this is undoubtedly a good companion to the new age phones. It deals with hassle free data transfer and seamless HD video/audio streaming. Definitely superb performance.,5.0 out of 5 stars
9627,"  Good product , value for money .Tested it in DSLR with adaptor , action cam and Smartphone all seems to work perfectly. Read speed are very high. Write speed are also good as DSLR is able to write fullhd video into the card without any data loss.",5.0 out of 5 stars
9628,"  The  products was delivered before the mentioned date.Packaging was good!The memory card is good, the writing speed is really good! As usual, had a great experience with Amazon 👏👏",5.0 out of 5 stars
9629,  As per my expectation it is Awesome product. Transfer speed is very good. Product delivered at time. Overall performance of the product is good. 😊😊👌👌,5.0 out of 5 stars
9630,  I'm using this memory card on my redmi note 5 pro since October 2018 it's working fine and providing decent speedsWrite speed around 20 mbpsRead speed around 40 mbps,4.0 out of 5 stars
9631,"  Using Samsung evo memory card since long time now. It's perfect, smooth and reliable.",5.0 out of 5 stars
9632,"  This is made in China products, if I came to know earlier would not have bought it. SAMSUNG don't play with your own reputation, please or will have to think twice before choosing any of your products.",3.0 out of 5 stars
9633,  Samsung = Good Quality & ReliableSmall & CompactEasy to insert into the cellphoneIncreases the memory of the cellphone instantly,5.0 out of 5 stars
9634,  Recieved a deftive item and thd Sd card looks like used/damaged product eventhogh I checked by inserting this card in my devise and it is not working as expected..,1.0 out of 5 stars
9635,  Bought this for my Samsung Galaxy S6 Lite tablet...All you need to do is insert into the microSD slot of the tablet and it will be detected automatically...Great product...,5.0 out of 5 stars
9636,  One of best card.  I'm using since last 1 year.  No problems in any  of the aspect.  No hanging...  No virus attack...  4.5*,4.0 out of 5 stars
9637,  very very best memory card fast copying and quality is very good thaanks amazon.,5.0 out of 5 stars
9638,  These sd cards are quality ones with pretty good read and write speeds. Definitely among the best.,5.0 out of 5 stars
9639,  Ordered for other sd card. Corrupted ! If you have Samsung mobile. Then purchase Samsung sd card only.,5.0 out of 5 stars
9640,  It's simply good at that price it provides a storage of 63 gb that is good one and also have fast speed in read and transferring file,5.0 out of 5 stars
9641,  Good speed with compact non slippery design ...Easy to use .... Over all good product,5.0 out of 5 stars
9642,  I am very excited to use Samsung 128GB Micro SD Card... But i am very disappointed. It shows on 25GB of total space instead of 128GB.,1.0 out of 5 stars
9643,"  very good quality,very good delivery,must purchase",5.0 out of 5 stars
9644,  Sd card (128gb) sometimes go undetected...apart this..everything is great,4.0 out of 5 stars
9645,"  I bought this for higher speed, but when I checked it in my laptop read speed is around 22mb and write speed 18mb. There is no point in spending money for U3, class 10 is good enough.",3.0 out of 5 stars
9646,  value for money with ample of storage. Using for my Car Dash Cam and able to record long trips and daily driving videos. Good product by Samsung.,5.0 out of 5 stars
9647,  The product is all good but price need to be cut down,4.0 out of 5 stars
9648,  I'll buy this product for 550 rupees and it is good I am using this from 1 year after I buying my friends want it and I'll buy two more Sd cards For 900 rupees and gift to my friends. thanks you Amazon and Samsung,5.0 out of 5 stars
9649,"  Memory card is excellent, but adapter is worst ever product, i bought this product to get a brand adapter also but it is very bad experience for me it doesn't work well",1.0 out of 5 stars
9650,"  Works as expected, no fuss.Very good read-write speeds as is to be expected from a UHS Class-3 device.Feel reassured to see a 10-year warranty covering all possible damage scenarios.Prompt delivery by Amazon via its own Cloudtail retailer.",5.0 out of 5 stars
9651,"  I had a scandisk SD card before this one, this is significantly faster than that. Quality product",5.0 out of 5 stars
9652,  Write speed is given as 20 MB/s. Donno why such a small item was packed in a large cover. Storage when inserted in the phone shows 32GB available and thanks to that.,5.0 out of 5 stars
9653,"  Got the order before time, the SD card works with my Note 3 perfectly. Very happy with the service and recommend this 64GB SD card to all the Samsung phones thank you.Some observations are the speed is much better and the the onboard storage is around 60 GB out of 64GB on the drive.",5.0 out of 5 stars
9654,  Please dont buy there is total fraud u have recive a faulty card after return you will not get any replacement and refund.,1.0 out of 5 stars
9655,"  You can buy it any doubt. Because it is samsung original product.And I bye it 2nd time for my brother.And with a adaptre with it, so you can fit it in your camera.",5.0 out of 5 stars
9656,  With samsung sd card U can reach out to service centre easily though U may nt need to go there. After that it has gd speed.,5.0 out of 5 stars
9657,  Seems good for now. Lets hope it doesn't break into pieces within a year like the one I bought from Strontium. High expectations from Samsung.,4.0 out of 5 stars
9658,"  Using it on osmo pocket from last 2 months , filming 4k videos, its fast, so far so good!",5.0 out of 5 stars
9659,  If you wish to buy memory card you must buy Samsung Memory card EVO Ultra 3 because u access the file very fast if 4K video if play without break.,5.0 out of 5 stars
9660,  Ordered 2 memory card both are duplicate,1.0 out of 5 stars
9661,  A trusted brand and product that is good in quality.,5.0 out of 5 stars
9662,  Good efficient and genuine sd card.,5.0 out of 5 stars
9663,"  I have been using this in an always on Raspberry Pi for almost a year, no issues yet.  My use case requires continuous small writes to the filesystem.",5.0 out of 5 stars
9664,  Working good with my dashcam,5.0 out of 5 stars
9665,"  Quick delivery.Product quality as expected.Storage capacity somewhat less than 32gb.Anyhow, value for money.",5.0 out of 5 stars
9666,"  Friends, I think it is one of the best memory card in the world. Really samsung designed a fast working memroy card for us and amazon giving us a best price of this product. You can buy this in different storage size.",5.0 out of 5 stars
9667,  Please don't buy this Samsung sd card after using 3years this sd card got corrupted. The company says 10years of warranty but nobody listen you,1.0 out of 5 stars
9668,  Nice one. Using for Samsung Galaxy On Max. No lag. Might be compatible with J7 Max as well.,5.0 out of 5 stars
9669,  Value for money and excellent productJust insert and forget it for ever,5.0 out of 5 stars
9670,  Good item and economic also,5.0 out of 5 stars
9671,  Good R&W speeds. Also a quality adapter. Good,5.0 out of 5 stars
9672,  Price was reasonable during lightening deal..Working fine..Happy with the timely delivery..Thank you Amazon,5.0 out of 5 stars
9673,  It's better then sandisk. Do YouTube and watch video. Read write speed is better then sandisk.,5.0 out of 5 stars
9674,"  Nice ,but last tym also i have this memory card but it automatically corrupted, let's see how many months it will servive",5.0 out of 5 stars
9675,"  Using it for RS PI 4, So far it's working great without any issues.",5.0 out of 5 stars
9676,  Got original product. I did not run any read/write speed tests but general observation when copying data from my mac to this SD card was blazing fast!,5.0 out of 5 stars
9677,"  This memory card outperform any memory card in this price segment. Super fast read/write speed. It comes with SD adapter, so instead of spending extra amount for SD for your DSLR cameras, you can buy this and use it with the adapter. You will get the same speed and result. SD card with the same read/write speed cost around 50% or 100% more than the microSD.",5.0 out of 5 stars
9678,  Nice one ... Works fast and storage capacity is also good.,5.0 out of 5 stars
9679,"  A very essential component for storing the large amount of data required for mobiles, so that it can be available at all times on hand. Good performance.",5.0 out of 5 stars
9680,  Read speed: 10.55mbpsWrite speed: 6.5mbpsand this sd card is 'Made in China',2.0 out of 5 stars
9681,  Samsung is always good in memory card. Good capacity storage and work very well. J am review this after one year using,5.0 out of 5 stars
9682,"  Thanks to seller, thanks to Amazon. 100% Genuine Product. Best SD card in Best Price.",5.0 out of 5 stars
9683,  This is my 3rd micro sd card... I am satisfied as always.. Original product... Best deal for me,5.0 out of 5 stars
9684,  As a claas 10 sd card its speed is good in card reader and mobile devices. Slightly slow in write speed but overall its high speed than other sd card available in market with good price.,4.0 out of 5 stars
9685,"  It""s nearly 6 months from purchasing .speed of card is fabulous class 10 memory card is superb for every thing got this under lightining deals ..thanks amazon for the product......",5.0 out of 5 stars
9686,  Duplicate product this item not a company brand is local quality,1.0 out of 5 stars
9687,"  i am using evo 32 gb and it still works fineso Brought this on sale for 1199rs and it works finejust buy if u need memory card , this will last long",5.0 out of 5 stars
9688,  I think I got some copycat product because the Samsung label on SD card not looking as original... but this product works fine and I have been using it for 2 years,2.0 out of 5 stars
9689,"  This is the best mc with all Important specifications like sock proof,x Ray proof, temperature proof.keep in mind that it is NOT WATER RESISTANCE I tested it.but instead a good mc.Thangs to Amazon who deliver this mighty product safely to your house with out any damage.",5.0 out of 5 stars
9690,"  Very Good, Fast and secure SD Card with adapter it become very easy to access it in all the devices but it is too expensive but because I got this in discounted price that's why I'm happy also a Loyal Samsung Customer.",5.0 out of 5 stars
9691,"  Good card. My 2nd purchase. Previous one almost a year old. Never failed till date.Well served.This one is class 3, serves well for 4k/UHD recordings.",5.0 out of 5 stars
9692,  Received fake item need exchange or refund.,1.0 out of 5 stars
9693,  Fantastic product. The brAnd shows its class. Great deal for the product. And price is also resonable. If you think of buying 32gb chip go for it.,5.0 out of 5 stars
9694,  Served the purpose of increasing storage space on my samsung tablet. It is noticeably fast. Good buy.,5.0 out of 5 stars
9695,  I have been using this SD card for 6-8 months and still didn't got a single problem. I use this card in Mi security camera and it saves the recording of 5 days at a time which is enough. 👌,5.0 out of 5 stars
9696,  Im using this one for my note 8. Transfer rates are good. Totally satisfied. Thank u amazon,5.0 out of 5 stars
9697,  The Samsung micro SD card 32 GB  for my mobile has crashed  within 2 yrs and is  now beyond repair. I could not even recover my valuable data .I want replacement of the same,2.0 out of 5 stars
9698,"  It is a worst product , after 15 days it get corrupt even you cant get service. when i talked to samsung care and distributor, they need  back this chip by hand on lucknow or ghaziabad location then they will change it.",1.0 out of 5 stars
9699,  Good working but little bit low spaceSpeed is good,5.0 out of 5 stars
9700,  Value for money. Good and easy to install and storage capacity is as its says and good. Strongly recommended.,5.0 out of 5 stars
9701,  This Red monster beat my yellow EVO by 1 min which is damn fast. Had ordered it on 21 September n got it on 22 in rainy weather.Love you Amazon.,5.0 out of 5 stars
9702,"  Totally not work my new SD card 128 gb Samsung evoplus please change it,replace it.",1.0 out of 5 stars
9703,"  This is one of the best memory cards in the market, I am using it in my raspberry pi 3 and the processing speed of loading the software from memory card and running  the codes take much lesser time than before , thanks to Amazon for providing it for a best price  and delivering it before time.",5.0 out of 5 stars
9704,  Working well and has been using it on DVR; copying speed to MAC from the card is a tad slow but seems decent recording speed on the DVR.,4.0 out of 5 stars
9705,"  Worst product i ever bought ,after 3 months using i lost my all data. I still missing my those pictures and videos. 😭😭 Don't buy plz, otherwise u will have to regret over it.",1.0 out of 5 stars
9706,  Performance so far is good.  Bought this the first time.  Speed is satisfactory.,5.0 out of 5 stars
9707,  A sturdy card. Could be cheaper.,4.0 out of 5 stars
9708,  Space is comfortable...,5.0 out of 5 stars
9709,"  Well priced, good value for money.",5.0 out of 5 stars
9710,"  Gud product, fits perfectly in the tray. Read speed is acceptable. Played 4k video on my smartphone there was no lag. Rendering of thumbnails was decent in the gallery.",5.0 out of 5 stars
9711,  High speed card in FAT format. Using it on the WiFi cam.,5.0 out of 5 stars
9712,  Very easy to install and very well performing SD card. No issues at all. Good transfer speeds/,5.0 out of 5 stars
9713,  After using 1year am rating this..it z much longer durability,5.0 out of 5 stars
9714,  Product is very good and value for money . you can use it in dslr or digital camera by using sd card adapter which is free and given inside the box .,5.0 out of 5 stars
9715,  Got this in lightening deal @ rs:699 !Over all a nice product .Original Samsung SD Card!I'm still using it in December 2018 with out  any hassle!,5.0 out of 5 stars
9716,  Samsung name is enough to discribe the quality of card.,4.0 out of 5 stars
9717,"  I bought 32gb evo... found it to be good,so i got this 64gb evo plus . In one word best in class",5.0 out of 5 stars
9718,  I liked the package and entire build quality . Eventually  i was a bit dicy but Amazon  is the best source i can trust upon,5.0 out of 5 stars
9719,  Just wow for smartphones!Read speed 100mbps & write speed 60mbps.Cant say about durability as just today installed in my Realme X2.,5.0 out of 5 stars
9720,  Best overall Micro SD-card. I bought it for my Raspberry Pi-3. I got for 750Rs. It was worth the price. Very good read and write speeds. Do note that if you use a USB 3.0 adapter then only you will be close to the mentioned speeds. It works very well for mobiles also.,5.0 out of 5 stars
9721,  Been using it for continuous video recording for 3 days now. So far so good. Worth the money.,5.0 out of 5 stars
9722,  The card got corrupted only within 7 days of use. Don't buy.,1.0 out of 5 stars
9723,  Suits well on my Samsung tab.,5.0 out of 5 stars
9724,  What can be expected is there.,5.0 out of 5 stars
9725,  Very good 👍 I buy it in 2017 and is still working. I am very happy to have this type of product.,5.0 out of 5 stars
9726,  Storage capacity is good..Speed for copying from pc is also great.Easy to install.. and surely value for money...,5.0 out of 5 stars
9727,  Good product....toshiba exceria is better ...but then its more expensive as it U3,3.0 out of 5 stars
9728,  This memory comes with fat32. So you can't copy above 4gb file but using memory type converter u able to use it.,5.0 out of 5 stars
9729,  The best sd card one can get. Transfer rate is amazing. Also 4k recording it made it at ease. Thanks Amazon for quick delivery.,5.0 out of 5 stars
9730,  Pretty good from a layman's point of view. Original Samsung product. Really works well. I dont know about speeds though as I am not so geeky,5.0 out of 5 stars
9731,  It was a good deal. A class 10 memory card at a low price! Guys go for it.,5.0 out of 5 stars
9732,  Valuable price and average speed,4.0 out of 5 stars
9733,"  I bought two samsung 64 gb card,  one for myAction  camera, second one for samsung phone..Both are working fine",4.0 out of 5 stars
9734,  Good Product for multi purpose usage with necessary accessories added.,4.0 out of 5 stars
9735,"  Good product. But for only Rs 50 more, the same item is available locally. The product is genuine. Original Samsung. Then the packing was great and it came with an Sd card Adapter for the sd card slot.",5.0 out of 5 stars
9736,"  Good product, I'm writing too many reviews I'm not lying it's a good product I'm just bored of writing reviews.",5.0 out of 5 stars
9737,  Delivered on time .... And  I like the product 🌸#worth buying go for it.,5.0 out of 5 stars
9738,  Delivered on time and quality of the item is also good.,5.0 out of 5 stars
9739,  I use it for Samsung phone. Good product,5.0 out of 5 stars
9740,"  Been using for 13 months now. So far so good. Build quality is good, has survived a couple of falls while inside phone. Good read and write speeds.",5.0 out of 5 stars
9741,  I have got 59.59 gb available storage and the speed is ok. I use a HTC e9 plus and currently copying 34 gb thru otg and the speed seems to be ok. will write about it throughly after some time. hope this helps someone,5.0 out of 5 stars
9742,  Good product.100% value for money 💪🏻,5.0 out of 5 stars
9743,  Nice product... But one thing no any adapter case provided.. Transfer speed is very fast...,4.0 out of 5 stars
9744,  The speed is great. Can copy/paste files as large as 2-3 gb in a matter of seconds. Works great with my action cam.,5.0 out of 5 stars
9745,  I found it to be very economical and good quality. I have seen 32 GB products from other brands to be higher priced but this one meets my expectation.,5.0 out of 5 stars
9746,  Not as fast as it should be. Its speed just got normal like sandisk class 10 in a month.Not worth it.,2.0 out of 5 stars
9747,  4 thinner edgs are black coloured.,1.0 out of 5 stars
9748,  works well as a mini action camera (sq11) storage card.Ordered second one to use with a omnibus f4 flight controller and no issues.,5.0 out of 5 stars
9749,"  It said on the product-32GB,when i put it on my phone it showed only 30GB...i definitely did not pay for 30!",1.0 out of 5 stars
9750,  I have got this product earlier than the specified time and delivery service is also very good enough. There is no issue with this product.,5.0 out of 5 stars
9751,"  Quality-Good, Shipment-Quick.",4.0 out of 5 stars
9752,  Good. Price should be less,3.0 out of 5 stars
9753,  Using this for quite a long with samsung ON7 Pro. Excellent item. It gives you some extra advantage if used with samsung products. like it let you store internal data at SD card.,4.0 out of 5 stars
9754,  It doesn't provide 32 gb but 29.8 gbI know the card stores extra space for other filesExpected atleast 30.5,4.0 out of 5 stars
9755,"  Fast delivery speed SD card by Samsung, Genuine price by Amazon",5.0 out of 5 stars
9756,  Data transfer speed is poor...Durability and water resistance cannot be reviewed and these parameters for review are totally absurd,3.0 out of 5 stars
9757,  It's capacity is just 119 GB not 128 GB.Installation is easy.,4.0 out of 5 stars
9758,  It's been years i purchased super storage capacityValue for money and very easy to use it....Copying and moving speed was around 120 mbps.Now i have to took 128 gb memory card,5.0 out of 5 stars
9759,"  Nothing new to report, it's a decently fast micro SD card, that works well.",5.0 out of 5 stars
9760,  When i bought it first time ... it creshed... so i return and buy it again... well no garanty ... but it is replaceble so keep replace if not working,5.0 out of 5 stars
9761,"  It's as it is previous MMC by Samsung. Not used so much, till it's full capacity.",3.0 out of 5 stars
9762,  Works like a charm. Good storage capacity is available.,5.0 out of 5 stars
9763,  Very good micro SD card company in the world I have used many companies SD card but Samsung Evo plus is best .....,5.0 out of 5 stars
9764,  Nice genuine card .Good  read and write speed .I will recommend this product.,5.0 out of 5 stars
9765,"  This is one of the good cards, it has good write and read speeds, it has good storage capacity, worth the money",5.0 out of 5 stars
9766,  Fast delivery good product.,5.0 out of 5 stars
9767,  Working well 👍,4.0 out of 5 stars
9768,  I've been using this product since 6 years. So purchased again 2 for my brothers and 1 for my dad. Just go for it blindly.,5.0 out of 5 stars
9769,  Although i used this already can say highly recommended.As i return this product as i not required.But u can buy this one.,5.0 out of 5 stars
9770,  So you get 59.99gb when you insert itIt is a awesome product and it is packed properly before it reach to youI loved it 😊😊,5.0 out of 5 stars
9771,"  worth money but you will not get 128gb tottaly you will get 119gb so where other remaining 9gb gone ? and this sc card i got in very cheap price 1,649 so its good and thank you amazon",5.0 out of 5 stars
9772,  Using if for around 2 years.so far soo good,5.0 out of 5 stars
9773,"  Fast delivery by Amazon, orignal samsung product . Got same as described.Thankyou.",5.0 out of 5 stars
9774,  Using it from 3 months.Its fast and smooth.No issues till now.Genuine Product to trust.Happy with it.,5.0 out of 5 stars
9775,"  I recieved the product with paper card (holiding the memory card) was bent not handled with care, what if it had been bent over the point where the memory card was housed. Must handle with care.",5.0 out of 5 stars
9776,  High speed excellent quality,5.0 out of 5 stars
9777,  I was surely very doubtfull about this product till I put it in my GoPro hero 6. Very genuine product and supports 4k recording. I got around 60mbs writting speed(tested) but it claims around 90mbs which I  am not very much sure off.,5.0 out of 5 stars
9778,  Just bought and not used under water. So durability and water resistant to be tested. Just about value for money.,4.0 out of 5 stars
9779,  Super fast. Doesn't slowdown your phone. Reasonably priced. It comes with a memory card adapter which is very useful.,5.0 out of 5 stars
9780,  Got it for 1319 rs.. it's a durable card.. comes with adaptor and easy to install. I'm using it for music and videos so far it's working fine.,5.0 out of 5 stars
9781,  8 gb less in memory.. not good speed... Takes a lot of time in installation or file transfers,4.0 out of 5 stars
9782,"  till now working fine. quality is good, only problem is expensive",4.0 out of 5 stars
9783,  It was corrupt memory card on 1st delivery and 2nd time too.How can be new memory card ask for format and shows corrupt on both time if I use it for further may be I lost my data that's why I return it after 2nd time being replaced.,1.0 out of 5 stars
9784,  It was preaty good at beginning but after several month later suddenly it dies even it not responding to other devices like other phone and computer,2.0 out of 5 stars
9785,  Using it for almost more than a month.  No problems with the connectivity or data. Transfer speed is very good. Recommending this as a good product.  Thanks for reading.,5.0 out of 5 stars
9786,  Got it for great offer!! Was worried about the product but it's perfect.,5.0 out of 5 stars
9787,  This card has pros only no cons. Awesome product received from amazon. This card help record 4k videos as per compared to sandisk. Don't think just go for it.,5.0 out of 5 stars
9788,  First time I bought Samsung memory card. it's working perfectly till now and have good read/write speed.,5.0 out of 5 stars
9789,  Very good product. Storage capacity was 128.05 GB. Satisfied.,5.0 out of 5 stars
9790,"  I have used this SD card in Redmi 7 and it is easy use. As storage constraint in Redmi 7, I buy it. It's value for money.",5.0 out of 5 stars
9791,  I don't need to expain bout this product..as the name says its Samsung originated product.What else you want;,5.0 out of 5 stars
9792,  Looking good nice packing,4.0 out of 5 stars
9793,"  It was given with the warrant of 10 years however with in 2 years it's stopped working and now no one is taking the responsibility for it, neither Samsung service center",1.0 out of 5 stars
9794,  Excellent product. Little bit pricey but value for money.,5.0 out of 5 stars
9795,  really fast however little costly.,5.0 out of 5 stars
9796,"  I used this product from last 1 year to till no problem found, and working very well, go for it.",5.0 out of 5 stars
9797,  Extremely Reliable and Efficient. Have been using it for last 2+ years... never had any problems. read speed and write speed are the best in its category!,5.0 out of 5 stars
9798,"  Samsung provides one of the best memory chips in market in terms of storage, speed and price.happy with the usage of this, no complains.A very good product and at a acceptable price.",5.0 out of 5 stars
9799,"  Very easy to use. Works well, using it since 3 months.",5.0 out of 5 stars
9800,"  Firstly, an out of warranty memory card was sent to me. After making complaint, the seller sent a memory card in warranty. I don't know where the mistake was. Anyway, the memory card works fine with my Moto G4 plus.",3.0 out of 5 stars
9801,  Always the best.,5.0 out of 5 stars
9802,  Super buy it. Good performance. I use it for my camera for hd recording,5.0 out of 5 stars
9803,  Good product it is easy yo install and retrives the data with no lag.,5.0 out of 5 stars
9804,  It's a original samsung memorycard.. Made in Philippines... 126 full storge.. Value for money... It cost 1648...good product.... Fast delivery.....,5.0 out of 5 stars
9805,"  Hologram,feel,package everything perfect...checked with SD insight..Original Samsung product.If it is Samsung then no worries...",5.0 out of 5 stars
9806,"  Nice product overall. Got a sd card adapter too. Nice deal for me. One star less, for me to test its durability like present in future time.",4.0 out of 5 stars
9807,"  File Transfer speed is beyond expectation,Any apps while installing it takes less time to install,loads quickly,😮photo Gallery loading is also very fast comparing with other brands. 🤔I did not find any issue(s) and many more,🤗",5.0 out of 5 stars
9808,  I bought this sd card one year ago still am using the card with no issues fully convenent and normel speed in tje price i get product in 719.,4.0 out of 5 stars
9809,"  As it's 64GB of storage, u can have 59.6 GB of free storage to use. very fast read and write speed. U can get read speed ≈50MBPS and write speed ≈30MBPS.",5.0 out of 5 stars
9810,  I am happy so very very nice product thank you Amazon team and thank you Amazon customer,5.0 out of 5 stars
9811,  Very Good samsung is a no 1 companyTo Good memory card storage is excellent and speed is too much high,5.0 out of 5 stars
9812,  Very fast delivery. Samsung brand holds quality. Fast writing micro sd card,5.0 out of 5 stars
9813,"  Most suitable for Samsung phones, if anyone want to use with Samsung smart phone, recomend to go with this only.",5.0 out of 5 stars
9814,"  Good performance, as expected.Helped me freeing up lot of space in my handset.Good data transfer speed.The device does not hangs.",5.0 out of 5 stars
9815,"  paid for a U1 microSDXC card, received a better U3 microSDXC card.Storage is 238 GB after formatting.",5.0 out of 5 stars
9816,  genuine & super fast even for a 128GB.. but I guess it works best with Octo Core Phones..,5.0 out of 5 stars
9817,  Never buy this for GoPro.4k recording in GoPro is a pain in the ass with this card.There is a high chance of losing the footage. It’s better to use a sandisk card for gopro.,1.0 out of 5 stars
9818,  Storage capacity as mentioned. Good as per Samsung quality easy to fit.,4.0 out of 5 stars
9819,  I was embarrassed because there was less storage space than there was written on it. (32gb/29gb)But the price/performance seems to be good.,4.0 out of 5 stars
9820,  Good product for the price ..although the transfer speed is way slowet than promised! Comes with companies' original packaging with seal👍Buy it on sale...,3.0 out of 5 stars
9821,  Very useful for storing video files and images on a phone.,5.0 out of 5 stars
9822,  Product was til it worked......When corrupted I took it to Samsung care for warranty ..they asked me to take the product to almost 200 km from my house....... so guys pls stay aware...,2.0 out of 5 stars
9823,  Good product. As mentioned in the seller's description.,5.0 out of 5 stars
9824,"  Good and performance is also nice....no problem till now...out of 32GB, free space is 32GB this is awesome",5.0 out of 5 stars
9825,  Received product is genuine and working perfectly. After formatting in phone I can see 119GB space is available.,5.0 out of 5 stars
9826,  Such a wonderful product.thank you so much amazon.some time people know about this.but relazie that use it.nobody think equal this awesome.wonderlfull time .,5.0 out of 5 stars
9827,"  Product is good, so that i give 4 star, due to facing bad delivery experience I am reduce one star from that. ECOM delivery guy said me that they don't cover that area, I mean seriously then why you are accepting that area pin code. Really bad experience.",4.0 out of 5 stars
9828,  Yes this is a good product. I am Happy.,5.0 out of 5 stars
9829,  Best for phone memory. Using this from long time no issues of corrupt.,5.0 out of 5 stars
9830,  A very good SD Card. It has free space of about 29gb out of 32gb. Works fast & properly. You may buy it for keeping your documents safe.,5.0 out of 5 stars
9831,  Really a worthful product and the cheap quality is really better than other & it's toh fast.,5.0 out of 5 stars
9832,  This is detected in led TV.. as well not reading in any external devices,1.0 out of 5 stars
9833,  I am so happy just buy for rs 550.....in amazon send money offer😃😃😃😃Thank you amazon....original product...fabulas speed go for it......value for money .......better than sandisk sd card,5.0 out of 5 stars
9834,  Reliable and has been doing its job perfectly thus far. I have installed it in my xiaomi web cam.,5.0 out of 5 stars
9835,  Good item. 119GB space available for storage.,4.0 out of 5 stars
9836,"  Excellent transfer speed still working nice, because reviewing after 1.5 yr",5.0 out of 5 stars
9837,"  I m very disappointed with this memory card within 4 months I has corrupted my all photos  lost,and Samsung local vendor also not taking warranty of Amazon products. Faltu dealed with Amazon don't buy anyone.",1.0 out of 5 stars
9838,  Good,4.0 out of 5 stars
9839,  Samsung brand so the quality is top notch.,5.0 out of 5 stars
9840,"  quality of the card is good but the storage is not 64 gb as shown in the product. Its storage is 59.5 gb. And that is the only thing i dont like. But overall it comes with a card reader, which is a good thing.",5.0 out of 5 stars
9841,"  Performs well and got it for the right price too. Ran some tests and found it to write @60MB/sec and read @85MB/sec when connected directly in SD card slot with the micro adaptor provided.When connected via a USB 3.0 adaptor, the speeds were; write @33MB/sec and read @33MB/sec",4.0 out of 5 stars
9842,  Very nice.value of money,5.0 out of 5 stars
9843,  Best of all memory card. Good spoed 18 mbps to copy from p.c memory.And Amazon shipped is good in 2 day.,5.0 out of 5 stars
9844,"  Doesn't work in some cameras with Grade 3 requirement, not sure why since this is advertised as Grade 3. Other than that, pretty good.",4.0 out of 5 stars
9845,  Memory card is amazing.. Gives better render speed but in order they said they will send any kind of gift worth 149.. I didn't received that gift 📦.. 😂,5.0 out of 5 stars
9846,  Very bed Quelty is is not support to my mobile phone Amazon not replace this product support to me and replace my card but not support my mobile,4.0 out of 5 stars
9847,"  At Rs. 469/- (Rs. 429/- + Rs. 40 delivery charges), a 32 GB SD card with a free SD adapter is definitely value for money. What was also a great plus was timely delivery by Amazon. Thank you.",5.0 out of 5 stars
9848,  Good quality genuine stuff. Can't say anything about the water resistant qualities as not checked,5.0 out of 5 stars
9849,"  Its great sd card of SamsungIts reading and writing capacity is greatSatisfying productIts far better than SanDisk, Kingston,Transced and any other brands",5.0 out of 5 stars
9850,  Original product. Fast delivery. Up to 20 mbps writing speed. Plus point is the product is with micro sd card holder. Not sure about warranty is valid or not.,5.0 out of 5 stars
9851,  Excellent product.,5.0 out of 5 stars
9852,"  An open and mutilated open inside package supplied just now, checking the sd card ,whether it is working or not",1.0 out of 5 stars
9853,  Got this for ₹600 thankyou amazonVery good to use it. Transferring rate is very good . Worth the money.,5.0 out of 5 stars
9854,  Recommend to all..no issues at all,5.0 out of 5 stars
9855,  Good....Value for money.,5.0 out of 5 stars
9856,  It's good but can't trust though. I used for an year and it got corrupted. Lost all my data. Better to choose a Hard Disk though.,3.0 out of 5 stars
9857,  Very good product. That's why I bought it.Thanks you amazon,5.0 out of 5 stars
9858,  Not Bad,4.0 out of 5 stars
9859,"  Brought for my dash cam, alternative to Samsung endurance (which was very expensive). Let's see how much this lasts..",4.0 out of 5 stars
9860,  Happy with it.,4.0 out of 5 stars
9861,  Worth of money.  I transferred all my photos videos documents files and also my music to in just less than 7 minutes. And now my phones storage is empty and runs faster than usual. Thanks Amazon for delivering such a nice storage device.,5.0 out of 5 stars
9862,  this is my second evo plus card & best memory card option available in the market when compared with VFM.,5.0 out of 5 stars
9863,  Imported from South Korea.Write speeds are averaging 700mbps from ssd to sdPhone to ssd @  70mbs.Worth it.,5.0 out of 5 stars
9864,  Good product but after some months of use it will be not working I bought two in the same model but I had the same problem with this,5.0 out of 5 stars
9865,  Been using for car dash cam. Very good till date. Suitable for 1080 hd recording. Not sure of 4k.,5.0 out of 5 stars
9866,  work faster on window & android to transfer file.,5.0 out of 5 stars
9867,  Please don't buy this product with in 30 days it has been corrupted. Wasrage of money,1.0 out of 5 stars
